ID,Font
310,ARIAL
311,CAMBRIA
312,TIMES
313,TIMES
314,CAMBRIA
315,ARIAL
316,ARIAL
317,ARIAL
318,SERIF
319,CAMBRIA
320,ARIAL
321,CAMBRIA
322,SERIF
323,CALIBRI
324,CAMBRIA
325,CALIBRI
326,TAHOMA
327,CALIBRI
328,TAHOMA
329,SERIF
330,ARIAL
331,ARIAL
332,TAHOMA
333,CALIBRI
334,ARIAL
335,TIMES
336,ARIAL
337,TAHOMA
338,TAHOMA
339,SERIF
340,CAMBRIA
341,TIMES
342,CALIBRI
343,SERIF
344,ARIAL
345,TAHOMA
346,TIMES
347,ARIAL
348,TIMES
349,SERIF
350,SERIF
351,TAHOMA
352,TAHOMA
353,TIMES
354,TAHOMA
355,TAHOMA
356,SERIF
357,CAMBRIA
358,SERIF
359,TIMES
360,TIMES
361,ARIAL
362,SERIF
363,TIMES
364,ARIAL
365,CAMBRIA
366,TIMES
367,CALIBRI
368,CALIBRI
369,TIMES
370,ARIAL
371,TAHOMA
372,ARIAL
373,ARIAL
374,ARIAL
375,ARIAL
376,SERIF
377,SERIF
378,ARIAL
379,ARIAL
380,TIMES
381,CALIBRI
382,CAMBRIA
383,CALIBRI
384,ARIAL
385,TIMES
386,SERIF
387,ARIAL
388,TIMES
389,CALIBRI
390,ARIAL
391,CAMBRIA
392,CAMBRIA
393,TIMES
394,ARIAL
395,ARIAL
396,CAMBRIA
397,ARIAL
398,CALIBRI
399,CALIBRI
400,CALIBRI
401,CAMBRIA
402,TAHOMA
403,ARIAL
404,CAMBRIA
405,ARIAL
406,CAMBRIA
407,TIMES
408,SERIF
409,CALIBRI
410,SERIF
411,CAMBRIA
412,TIMES
413,TAHOMA
414,SERIF
415,CAMBRIA
416,TAHOMA
417,TAHOMA
418,CALIBRI
419,ARIAL
420,CALIBRI
421,CALIBRI
422,TIMES
423,TIMES
424,ARIAL
425,CALIBRI
426,ARIAL
427,TIMES
428,TAHOMA
429,TAHOMA
430,SERIF
431,CALIBRI
432,SERIF
433,TIMES
434,TIMES
435,TIMES
436,SERIF
437,TAHOMA
438,TAHOMA
439,TIMES
440,ARIAL
441,CAMBRIA
442,SERIF
443,CAMBRIA
444,TAHOMA
445,CAMBRIA
446,ARIAL
447,CALIBRI
448,TAHOMA
449,TAHOMA
450,ARIAL
451,ARIAL
452,ARIAL
453,CALIBRI
454,SERIF
455,CALIBRI
456,CALIBRI
457,CALIBRI
458,ARIAL
459,TIMES
460,ARIAL
461,TAHOMA
462,SERIF
463,CALIBRI
464,TAHOMA
465,TAHOMA
466,ARIAL
467,ARIAL
468,CALIBRI
469,TAHOMA
470,CAMBRIA
471,TAHOMA
472,ARIAL
473,ARIAL
474,ARIAL
475,ARIAL
476,TIMES
477,ARIAL
478,CALIBRI
479,CAMBRIA
480,CALIBRI
481,ARIAL
482,SERIF
483,CALIBRI
484,TAHOMA
485,SERIF
486,SERIF
487,TAHOMA
488,CALIBRI
489,SERIF
490,TAHOMA
491,CALIBRI
492,TAHOMA
493,ARIAL
494,ARIAL
495,TIMES
496,ARIAL
497,ARIAL
498,TIMES
499,CALIBRI
500,SERIF
501,ARIAL
502,CALIBRI
503,TAHOMA
504,CALIBRI
505,ARIAL
506,ARIAL
507,TIMES
508,SERIF
509,CALIBRI
510,TIMES
511,CAMBRIA
512,SERIF
513,SERIF
514,CALIBRI
515,ARIAL
516,TAHOMA
517,ARIAL
518,ARIAL
519,TAHOMA
520,TIMES
521,ARIAL
522,ARIAL
523,TIMES
524,TAHOMA
525,ARIAL
526,ARIAL
527,TIMES
528,ARIAL
529,TAHOMA
530,CALIBRI
531,SERIF
532,ARIAL
533,CALIBRI
534,CALIBRI
535,ARIAL
536,CALIBRI
537,SERIF
538,CAMBRIA
539,ARIAL
540,ARIAL
541,TAHOMA
542,CAMBRIA
543,ARIAL
544,TIMES
545,TIMES
546,CALIBRI
547,SERIF
548,ARIAL
549,ARIAL
550,SERIF
551,ARIAL
552,ARIAL
553,ARIAL
554,CAMBRIA
555,ARIAL
556,ARIAL
557,TAHOMA
558,TAHOMA
559,ARIAL
560,CALIBRI
561,CALIBRI
562,ARIAL
563,TAHOMA
564,ARIAL
565,SERIF
566,ARIAL
567,TAHOMA
568,CALIBRI
569,SERIF
570,SERIF
571,TIMES
572,ARIAL
573,CALIBRI
574,TAHOMA
575,ARIAL
576,ARIAL
577,TIMES
578,CALIBRI
579,ARIAL
580,TIMES
581,TIMES
582,ARIAL
583,TIMES
584,TAHOMA
585,TAHOMA
586,TIMES
587,SERIF
588,CALIBRI
589,TIMES
590,TIMES
591,ARIAL
592,SERIF
593,SERIF
594,ARIAL
595,TIMES
596,SERIF
597,CAMBRIA
598,TAHOMA
599,TIMES
600,CALIBRI
601,TIMES
602,CALIBRI
603,SERIF
604,ARIAL
605,CALIBRI
606,ARIAL
607,SERIF
608,CALIBRI
609,CAMBRIA
610,ARIAL
611,CALIBRI
612,SERIF
613,CALIBRI
614,SERIF
615,ARIAL
616,SERIF
617,CALIBRI
618,TIMES
619,CALIBRI
620,ARIAL
621,TAHOMA
622,ARIAL
623,ARIAL
624,CAMBRIA
625,CALIBRI
626,CALIBRI
627,ARIAL
628,ARIAL
629,SERIF
630,SERIF
631,CALIBRI
632,ARIAL
633,TIMES
634,ARIAL
635,CAMBRIA
636,ARIAL
637,TAHOMA
638,SERIF
639,SERIF
640,ARIAL
641,ARIAL
642,TAHOMA
643,SERIF
644,CALIBRI
645,CAMBRIA
646,SERIF
647,ARIAL
648,ARIAL
649,CALIBRI
650,TAHOMA
651,SERIF
652,CALIBRI
653,CALIBRI
654,CALIBRI
655,TIMES
656,TAHOMA
657,CALIBRI
658,TAHOMA
659,TIMES
660,ARIAL
661,TIMES
662,SERIF
663,SERIF
664,ARIAL
665,CAMBRIA
666,CALIBRI
667,ARIAL
668,TAHOMA
669,SERIF
670,TIMES
671,TIMES
672,TAHOMA
673,TAHOMA
674,ARIAL
675,CALIBRI
676,CALIBRI
677,ARIAL
678,CAMBRIA
679,SERIF
680,SERIF
681,TIMES
682,CAMBRIA
683,ARIAL
684,ARIAL
685,ARIAL
686,SERIF
687,ARIAL
688,CALIBRI
689,ARIAL
690,SERIF
691,TIMES
692,CALIBRI
693,ARIAL
694,ARIAL
695,ARIAL
696,CALIBRI
697,SERIF
698,CAMBRIA
699,CAMBRIA
700,ARIAL
701,TAHOMA
702,ARIAL
703,ARIAL
704,CAMBRIA
705,CALIBRI
706,CAMBRIA
707,ARIAL
708,CAMBRIA
709,CALIBRI
710,ARIAL
711,CALIBRI
712,ARIAL
713,TIMES
714,ARIAL
715,ARIAL
716,TIMES
717,ARIAL
718,CALIBRI
719,TIMES
720,TAHOMA
721,CAMBRIA
722,TIMES
723,SERIF
724,ARIAL
725,CAMBRIA
726,CALIBRI
727,ARIAL
728,ARIAL
729,TIMES
730,TAHOMA
731,ARIAL
732,ARIAL
733,CALIBRI
734,SERIF
735,SERIF
736,ARIAL
737,CALIBRI
738,ARIAL
739,TIMES
740,TIMES
741,ARIAL
742,ARIAL
743,CAMBRIA
744,CAMBRIA
745,CALIBRI
746,ARIAL
747,ARIAL
748,CAMBRIA
749,SERIF
750,ARIAL
751,CALIBRI
752,CALIBRI
753,CALIBRI
754,ARIAL
755,TIMES
756,CALIBRI
757,ARIAL
758,TAHOMA
759,TAHOMA
760,SERIF
761,TIMES
762,SERIF
763,TAHOMA
764,CALIBRI
765,ARIAL
766,CAMBRIA
767,ARIAL
768,ARIAL
769,SERIF
770,CALIBRI
771,ARIAL
772,ARIAL
773,TAHOMA
774,CALIBRI
775,TIMES
776,CAMBRIA
777,ARIAL
778,CALIBRI
779,TIMES
780,CALIBRI
781,SERIF
782,ARIAL
783,SERIF
784,TAHOMA
785,CAMBRIA
786,SERIF
787,CALIBRI
788,ARIAL
789,ARIAL
790,SERIF
791,CALIBRI
792,CAMBRIA
793,CALIBRI
794,ARIAL
795,CALIBRI
796,TAHOMA
797,TIMES
798,SERIF
799,ARIAL
800,TIMES
801,ARIAL
802,ARIAL
803,ARIAL
804,TIMES
805,TIMES
806,TAHOMA
807,ARIAL
808,CALIBRI
809,CALIBRI
810,CALIBRI
811,ARIAL
812,SERIF
813,CAMBRIA
814,TIMES
815,TIMES
816,TAHOMA
817,TIMES
818,TAHOMA
819,TIMES
820,SERIF
821,CALIBRI
822,CAMBRIA
823,TIMES
824,SERIF
825,ARIAL
826,ARIAL
827,CAMBRIA
828,TIMES
829,ARIAL
830,TAHOMA
831,TAHOMA
832,TIMES
833,TIMES
834,TAHOMA
835,CALIBRI
836,ARIAL
837,TIMES
838,ARIAL
839,ARIAL
840,CALIBRI
841,CAMBRIA
842,CALIBRI
843,ARIAL
844,ARIAL
845,ARIAL
846,TIMES
847,TIMES
848,TIMES
849,TAHOMA
850,CALIBRI
851,TIMES
852,ARIAL
853,CAMBRIA
854,ARIAL
855,TIMES
856,CALIBRI
857,CALIBRI
858,ARIAL
859,CALIBRI
860,TAHOMA
861,CAMBRIA
862,SERIF
863,SERIF
864,CALIBRI
865,TIMES
866,SERIF
867,ARIAL
868,CALIBRI
869,ARIAL
870,CALIBRI
871,TAHOMA
872,TAHOMA
873,TAHOMA
874,TIMES
875,TIMES
876,TIMES
877,CALIBRI
878,TAHOMA
879,CALIBRI
880,ARIAL
881,CALIBRI
882,CALIBRI
883,CAMBRIA
884,TAHOMA
885,ARIAL
886,CALIBRI
887,CALIBRI
888,ARIAL
889,TAHOMA
890,TIMES
891,ARIAL
892,SERIF
893,SERIF
894,ARIAL
895,ARIAL
896,ARIAL
897,ARIAL
898,SERIF
899,CAMBRIA
900,ARIAL
901,SERIF
902,ARIAL
903,ARIAL
904,ARIAL
905,CALIBRI
906,SERIF
907,CALIBRI
908,SERIF
909,SERIF
910,CALIBRI
911,CAMBRIA
912,ARIAL
913,ARIAL
914,ARIAL
915,SERIF
916,TIMES
917,TAHOMA
918,ARIAL
919,SERIF
920,CALIBRI
921,CALIBRI
922,TIMES
923,SERIF
924,SERIF
925,TAHOMA
926,SERIF
927,ARIAL
928,TIMES
929,SERIF
930,ARIAL
931,ARIAL
932,CAMBRIA
933,ARIAL
934,SERIF
935,CALIBRI
936,CAMBRIA
937,ARIAL
938,TAHOMA
939,TAHOMA
940,TAHOMA
941,TIMES
942,SERIF
943,ARIAL
944,TAHOMA
945,CAMBRIA
946,ARIAL
947,SERIF
948,ARIAL
949,ARIAL
950,TAHOMA
951,CALIBRI
952,TIMES
953,TAHOMA
954,CALIBRI
955,CALIBRI
956,ARIAL
957,CALIBRI
958,TAHOMA
959,TAHOMA
960,CALIBRI
961,ARIAL
962,TAHOMA
963,TAHOMA
964,ARIAL
965,CAMBRIA
966,TIMES
967,TAHOMA
968,SERIF
969,ARIAL
970,SERIF
971,CAMBRIA
972,CALIBRI
973,CAMBRIA
974,SERIF
975,CALIBRI
976,TAHOMA
977,TAHOMA
978,ARIAL
979,ARIAL
980,TIMES
981,TIMES
982,TAHOMA
983,ARIAL
984,SERIF
985,TIMES
986,ARIAL
987,CALIBRI
988,CALIBRI
989,CAMBRIA
990,ARIAL
991,TAHOMA
992,CAMBRIA
993,ARIAL
994,TIMES
995,ARIAL
996,TAHOMA
997,SERIF
998,SERIF
999,TIMES
1000,CAMBRIA
1001,SERIF
1002,TAHOMA
1003,TAHOMA
1004,ARIAL
1005,TIMES
1006,ARIAL
1007,CALIBRI
1008,ARIAL
1009,CALIBRI
1010,ARIAL
1011,SERIF
1012,SERIF
1013,TAHOMA
1014,SERIF
1015,ARIAL
1016,ARIAL
1017,SERIF
1018,ARIAL
1019,TAHOMA
1020,ARIAL
1021,CAMBRIA
1022,CALIBRI
1023,CAMBRIA
1024,CALIBRI
1025,TIMES
1026,ARIAL
1027,TAHOMA
1028,ARIAL
1029,CALIBRI
1030,TIMES
1031,ARIAL
1032,SERIF
1033,ARIAL
1034,TAHOMA
1035,CALIBRI
1036,ARIAL
1037,CALIBRI
1038,CALIBRI
1039,ARIAL
1040,TAHOMA
1041,CALIBRI
1042,TAHOMA
1043,ARIAL
1044,ARIAL
1045,TIMES
1046,SERIF
1047,CALIBRI
1048,ARIAL
1049,TIMES
1050,ARIAL
1051,CAMBRIA
1052,ARIAL
1053,CALIBRI
1054,ARIAL
1055,CALIBRI
1056,CALIBRI
1057,ARIAL
1058,CALIBRI
1059,ARIAL
1060,CALIBRI
1061,CALIBRI
1062,TIMES
1063,ARIAL
1064,TIMES
1065,TIMES
1066,TIMES
1067,TIMES
1068,ARIAL
1069,ARIAL
1070,ARIAL
1071,TAHOMA
1072,TIMES
1073,TAHOMA
1074,CALIBRI
1075,TAHOMA
1076,SERIF
1077,TIMES
1078,TIMES
1079,TIMES
1080,CALIBRI
1081,ARIAL
1082,ARIAL
1083,TAHOMA
1084,CAMBRIA
1085,ARIAL
1086,TAHOMA
1087,TIMES
1088,TIMES
1089,CALIBRI
1090,ARIAL
1091,TAHOMA
1092,ARIAL
1093,ARIAL
1094,SERIF
1095,ARIAL
1096,ARIAL
1097,TAHOMA
1098,ARIAL
1099,SERIF
1100,TAHOMA
1101,ARIAL
1102,TAHOMA
1103,SERIF
1104,ARIAL
1105,SERIF
1106,ARIAL
1107,ARIAL
1108,TIMES
1109,CAMBRIA
1110,ARIAL
1111,TIMES
1112,ARIAL
1113,ARIAL
1114,SERIF
1115,ARIAL
1116,TAHOMA
1117,ARIAL
1118,SERIF
1119,CALIBRI
1120,TAHOMA
1121,ARIAL
1122,CALIBRI
1123,CALIBRI
1124,CALIBRI
1125,TIMES
1126,ARIAL
1127,CAMBRIA
1128,TAHOMA
1129,TIMES
1130,CALIBRI
1131,ARIAL
1132,CALIBRI
1133,ARIAL
1134,TAHOMA
1135,SERIF
1136,ARIAL
1137,CALIBRI
1138,TIMES
1139,CALIBRI
1140,CAMBRIA
1141,TIMES
1142,TAHOMA
1143,SERIF
1144,CAMBRIA
1145,ARIAL
1146,ARIAL
1147,ARIAL
1148,ARIAL
1149,TIMES
1150,ARIAL
1151,TIMES
1152,CAMBRIA
1153,SERIF
1154,TAHOMA
1155,TIMES
1156,TIMES
1157,SERIF
1158,CALIBRI
1159,TAHOMA
1160,SERIF
1161,CALIBRI
1162,TIMES
1163,CALIBRI
1164,TIMES
1165,CALIBRI
1166,ARIAL
1167,TAHOMA
1168,ARIAL
1169,TAHOMA
1170,TIMES
1171,TAHOMA
1172,ARIAL
1173,CALIBRI
1174,TAHOMA
1175,ARIAL
1176,CAMBRIA
1177,TAHOMA
1178,TIMES
1179,TAHOMA
1180,CAMBRIA
1181,ARIAL
1182,SERIF
1183,CAMBRIA
1184,ARIAL
1185,CALIBRI
1186,CALIBRI
1187,TIMES
1188,ARIAL
1189,ARIAL
1190,CALIBRI
1191,CALIBRI
1192,ARIAL
1193,CALIBRI
1194,ARIAL
1195,SERIF
1196,CALIBRI
1197,SERIF
1198,CALIBRI
1199,SERIF
1200,CALIBRI
1201,SERIF
1202,TAHOMA
1203,TAHOMA
1204,TAHOMA
1205,CAMBRIA
1206,ARIAL
1207,CALIBRI
1208,TIMES
1209,CAMBRIA
1210,SERIF
1211,TAHOMA
1212,CAMBRIA
1213,TIMES
1214,TIMES
1215,CALIBRI
1216,ARIAL
1217,CALIBRI
1218,SERIF
1219,ARIAL
1220,ARIAL
1221,SERIF
1222,SERIF
1223,SERIF
1224,CALIBRI
1225,TIMES
1226,CALIBRI
1227,CALIBRI
1228,ARIAL
1229,ARIAL
1230,SERIF
1231,ARIAL
1232,SERIF
1233,ARIAL
1234,CAMBRIA
1235,SERIF
1236,TAHOMA
1237,SERIF
1238,TAHOMA
1239,CAMBRIA
1240,ARIAL
1241,ARIAL
1242,CAMBRIA
1243,TAHOMA
1244,CAMBRIA
1245,ARIAL
1246,CALIBRI
1247,ARIAL
1248,CALIBRI
1249,ARIAL
1250,TIMES
1251,CALIBRI
1252,SERIF
1253,ARIAL
1254,TIMES
1255,ARIAL
1256,SERIF
1257,ARIAL
1258,TIMES
1259,CAMBRIA
1260,TAHOMA
1261,SERIF
1262,ARIAL
1263,CALIBRI
1264,SERIF
1265,CAMBRIA
1266,ARIAL
1267,ARIAL
1268,CALIBRI
1269,SERIF
1270,ARIAL
1271,SERIF
1272,TIMES
1273,SERIF
1274,CALIBRI
1275,ARIAL
1276,ARIAL
1277,SERIF
1278,CALIBRI
1279,CALIBRI
1280,CALIBRI
1281,TAHOMA
1282,ARIAL
1283,TIMES
1284,ARIAL
1285,CALIBRI
1286,TIMES
1287,ARIAL
1288,ARIAL
1289,CALIBRI
1290,TAHOMA
1291,ARIAL
1292,CAMBRIA
1293,CALIBRI
1294,ARIAL
1295,SERIF
1296,SERIF
1297,CALIBRI
1298,ARIAL
1299,ARIAL
1300,CALIBRI
1301,CAMBRIA
1302,CALIBRI
1303,CALIBRI
1304,ARIAL
1305,TAHOMA
1306,ARIAL
1307,CALIBRI
1308,CAMBRIA
1309,ARIAL
1310,TAHOMA
1311,CALIBRI
1312,CALIBRI
1313,SERIF
1314,TIMES
1315,CALIBRI
1316,ARIAL
1317,CALIBRI
1318,SERIF
1319,CAMBRIA
1320,TIMES
1321,TIMES
1322,ARIAL
1323,CALIBRI
1324,TAHOMA
1325,SERIF
1326,CALIBRI
1327,TAHOMA
1328,CAMBRIA
1329,ARIAL
1330,ARIAL
1331,TIMES
1332,ARIAL
1333,CALIBRI
1334,TIMES
1335,ARIAL
1336,TIMES
1337,CALIBRI
1338,SERIF
1339,CAMBRIA
1340,CALIBRI
1341,CALIBRI
1342,TAHOMA
1343,SERIF
1344,TAHOMA
1345,SERIF
1346,CAMBRIA
1347,ARIAL
1348,SERIF
1349,SERIF
1350,CALIBRI
1351,TAHOMA
1352,ARIAL
1353,CALIBRI
1354,CALIBRI
1355,CALIBRI
1356,TAHOMA
1357,CAMBRIA
1358,CALIBRI
1359,TIMES
1360,CALIBRI
1361,SERIF
1362,TIMES
1363,TIMES
1364,TAHOMA
1365,ARIAL
1366,CALIBRI
1367,ARIAL
1368,SERIF
1369,CALIBRI
1370,TIMES
1371,TIMES
1372,ARIAL
1373,SERIF
1374,ARIAL
1375,CAMBRIA
1376,TIMES
1377,ARIAL
1378,TIMES
1379,CALIBRI
1380,ARIAL
1381,ARIAL
1382,TIMES
1383,CAMBRIA
1384,ARIAL
1385,TIMES
1386,TIMES
1387,SERIF
1388,CAMBRIA
1389,SERIF
1390,CAMBRIA
1391,CALIBRI
1392,SERIF
1393,SERIF
1394,SERIF
1395,TIMES
1396,CALIBRI
1397,ARIAL
1398,SERIF
1399,CALIBRI
1400,TAHOMA
1401,TAHOMA
1402,SERIF
1403,TAHOMA
1404,ARIAL
1405,CAMBRIA
1406,CALIBRI
1407,CALIBRI
1408,CALIBRI
1409,SERIF
1410,CALIBRI
1411,ARIAL
1412,TAHOMA
1413,CAMBRIA
1414,ARIAL
1415,ARIAL
1416,SERIF
1417,TIMES
1418,CALIBRI
1419,CALIBRI
1420,ARIAL
1421,ARIAL
1422,ARIAL
1423,CALIBRI
1424,TIMES
1425,CAMBRIA
1426,TIMES
1427,CALIBRI
1428,TIMES
1429,ARIAL
1430,CALIBRI
1431,ARIAL
1432,ARIAL
1433,SERIF
1434,ARIAL
1435,CALIBRI
1436,TAHOMA
1437,TIMES
1438,TAHOMA
1439,CALIBRI
1440,CAMBRIA
1441,SERIF
1442,TAHOMA
1443,ARIAL
1444,ARIAL
1445,TAHOMA
1446,ARIAL
1447,TIMES
1448,ARIAL
1449,CALIBRI
1450,CALIBRI
1451,ARIAL
1452,TAHOMA
1453,TAHOMA
1454,ARIAL
1455,CALIBRI
1456,CAMBRIA
1457,TAHOMA
1458,TIMES
1459,ARIAL
1460,CALIBRI
1461,ARIAL
1462,SERIF
1463,CALIBRI
1464,SERIF
1465,ARIAL
1466,CALIBRI
1467,ARIAL
1468,TIMES
1469,CALIBRI
1470,ARIAL
1471,ARIAL
1472,TAHOMA
1473,SERIF
1474,CALIBRI
1475,TIMES
1476,CAMBRIA
1477,CALIBRI
1478,CALIBRI
1479,CAMBRIA
1480,CALIBRI
1481,ARIAL
1482,CAMBRIA
1483,SERIF
1484,ARIAL
1485,SERIF
1486,ARIAL
1487,TAHOMA
1488,TAHOMA
1489,CAMBRIA
1490,CALIBRI
1491,CALIBRI
1492,CALIBRI
1493,CALIBRI
1494,SERIF
1495,TAHOMA
1496,ARIAL
1497,CAMBRIA
1498,ARIAL
1499,ARIAL
1500,SERIF
1501,SERIF
1502,ARIAL
1503,CAMBRIA
1504,ARIAL
1505,SERIF
1506,CAMBRIA
1507,CALIBRI
1508,CAMBRIA
1509,TIMES
1510,CAMBRIA
1511,ARIAL
1512,CAMBRIA
1513,CAMBRIA
1514,TIMES
1515,TAHOMA
1516,CAMBRIA
1517,CALIBRI
1518,ARIAL
1519,TIMES
1520,CALIBRI
1521,SERIF
1522,SERIF
1523,ARIAL
1524,SERIF
1525,CALIBRI
1526,CALIBRI
1527,TAHOMA
1528,TIMES
1529,TIMES
1530,ARIAL
1531,ARIAL
1532,TAHOMA
1533,ARIAL
1534,TAHOMA
1535,CALIBRI
1536,CALIBRI
1537,TIMES
1538,ARIAL
1539,TAHOMA
1540,CALIBRI
1541,CALIBRI
1542,CALIBRI
1543,TAHOMA
1544,CALIBRI
1545,TIMES
1546,CALIBRI
1547,CAMBRIA
1548,ARIAL
1549,ARIAL
1550,TAHOMA
1551,CALIBRI
1552,SERIF
1553,TIMES
1554,ARIAL
1555,TIMES
1556,TIMES
1557,SERIF
1558,SERIF
1559,SERIF
1560,SERIF
1561,CAMBRIA
1562,CALIBRI
1563,CAMBRIA
1564,ARIAL
1565,CALIBRI
1566,TIMES
1567,SERIF
1568,CAMBRIA
1569,TIMES
1570,TAHOMA
1571,TAHOMA
1572,CALIBRI
1573,ARIAL
1574,TAHOMA
1575,CALIBRI
1576,TIMES
1577,TIMES
1578,ARIAL
1579,ARIAL
1580,ARIAL
1581,TIMES
1582,CAMBRIA
1583,TIMES
1584,TAHOMA
1585,TAHOMA
1586,CALIBRI
1587,SERIF
1588,CAMBRIA
1589,SERIF
1590,TAHOMA
1591,TAHOMA
1592,CALIBRI
1593,TAHOMA
1594,CALIBRI
1595,CALIBRI
1596,ARIAL
1597,ARIAL
1598,CALIBRI
1599,SERIF
1600,ARIAL
1601,SERIF
1602,SERIF
1603,ARIAL
1604,CALIBRI
1605,ARIAL
1606,ARIAL
1607,ARIAL
1608,TIMES
1609,CALIBRI
1610,ARIAL
1611,ARIAL
1612,TIMES
1613,ARIAL
1614,ARIAL
1615,CALIBRI
1616,CAMBRIA
1617,TAHOMA
1618,CAMBRIA
1619,ARIAL
1620,CALIBRI
1621,CAMBRIA
